hpirank,country,year,iso,yearcode,continent,populationthousands,lifeexpectancy,ladderwellbeing,ecofootprint,hpi,biocapacity,gdp
117,Malawi,2019,MWI,2019MWI,5,18628.749,64.3,3.869123697,0.8931181,38.70654232,1.56,1059.72349
95,Malaysia,2019,MYS,2019MYS,8,31949.789,76.2,5.427954197,4.06984805,41.74073777,1.56,28364.48697
126,Namibia,2019,NAM,2019NAM,5,2494.524,63.7,4.435811043,1.94275258,36.80911639,1.56,9637.180351
100,Niger,2019,NER,2019NER,5,23310.719,62.4,5.003544331,1.51281053,41.35091295,1.56,1224.510472
137,Nigeria,2019,NGA,2019NGA,5,200963.603,54.7,4.356419086,0.992864564,34.13821364,1.56,5135.499571
16,Nicaragua,2019,NIC,2019NIC,1,6545.503,74.5,6.112545013,2.03830319,55.19364394,1.56,5407.1207
18,Netherlands,2019,NLD,2019NLD,3,17097.123,82.3,7.42526865,4.593482329,54.94941705,1.56,56809.96717
38,Norway,2019,NOR,2019NOR,3,5378.859,82.4,7.442139626,5.509702465,50.87519275,1.56,64962.26227
27,Nepal,2019,NPL,2019NPL,6,28608.715,70.8,5.448724747,1.202942693,53.05560432,1.56,3416.791282
11,New Zealand,2019,NZL,2019NZL,2,4783.062,82.3,7.205174446,3.873951708,57.43448131,1.56,43148.44605
73,Pakistan,2019,PAK,2019PAK,6,216565.317,67.3,4.442717552,0.873785382,45.10544179,1.56,4690.484755
6,Panama,2019,PAN,2019PAN,1,4246.44,78.5,6.085955143,2.095497138,57.93216985,1.56,31458.69263
15,Peru,2019,PER,2019PER,1,32510.462,76.7,5.999381542,2.087987089,55.89352023,1.56,12847.88521
12,Philippines,2019,PHL,2019PHL,8,108116.622,71.2,6.267745018,1.502025499,57.10321898,1.56,8908.175977
74,Poland,2019,POL,2019POL,7,37887.771,78.7,6.24209404,4.770052414,45.0226049,1.56,33226.26592
63,Portugal,2019,PRT,2019PRT,3,10226.178,82,6.095473289,4.776021175,46.26293284,1.56,34904.68577
55,Paraguay,2019,PRY,2019PRY,1,7044.639,74.3,5.652625561,2.795780376,47.60305593,1.56,12685.1134
42,"Palestine, State of",2019,PSE,2019PSE,4,4981.422,74,4.48253727,0.935436498,50.25928365,1.56,6219.960291
152,Qatar,2019,QAT,2019QAT,4,2832.071,80.2,6.374529362,15.03758856,24.32655376,1.56,90043.92618
64,Romania,2019,ROU,2019ROU,7,19364.558,76,6.129942417,3.925004477,46.21227471,1.56,29968.57521
131,Russia,2019,RUS,2019RUS,7,145872.26,72.6,5.440523624,5.463714556,34.92504653,1.56,27043.93539
115,Rwanda,2019,RWA,2019RWA,5,12626.938,69,3.268152237,0.606204969,39.23448403,1.56,2226.863571
97,Saudi Arabia,2019,SAU,2019SAU,4,34268.529,75.1,6.561247349,5.516561892,41.61211706,1.56,46962.14906
112,Sudan,2019,SDN,2019SDN,5,42813.237,65.3,4.241629481,1.337276684,39.60313347,1.56,3958.46839
34,Senegal,2019,SEN,2019SEN,5,16296.362,67.9,5.488736629,1.15246151,51.19518904,1.56,3394.868808
68,Singapore,2019,SGP,2019SGP,8,5804.343,83.6,6.378359795,5.598810316,45.54925389,1.56,97341.46865
147,Sierra Leone,2019,SLE,2019SLE,5,7813.207,54.7,3.447381496,0.966944784,29.01673937,1.56,1718.276712
13,El Salvador,2019,SLV,2019SLV,1,6453.55,73.3,6.454820633,2.06497864,56.32657529,1.56,8775.98652
26,Serbia,2019,SRB,2019SRB,7,8772.228,76,6.241407394,2.691386041,53.21580638,1.56,18350.58731
61,Slovakia,2019,SVK,2019SVK,7,5457.012,77.5,6.243428707,4.217127795,46.57431406,1.56,31965.32847
53,Slovenia,2019,SVN,2019SVN,7,2078.654,81.3,6.665273666,5.045764978,47.88454788,1.56,39029.72579
41,Sweden,2019,SWE,2019SWE,3,10036.391,82.8,7.398092747,5.605593113,50.50051612,1.56,52642.3152
130,Eswatini,2019,SWZ,2019SWZ,5,1148.133,60.2,4.396114826,1.670769722,35.34532956,1.56,8621.826595
145,Chad,2019,TCD,2019TCD,5,15946.882,54.2,4.250799179,1.671389473,30.36278983,1.56,1579.626695
123,Togo,2019,TGO,2019TGO,5,8082.359,61,4.179493904,1.093472558,37.31041453,1.56,1596.644938
28,Thailand,2019,THA,2019THA,8,69625.581,77.2,6.02215147,2.657845518,52.90452836,1.56,18459.99486
17,Tajikistan,2019,TJK,2019TJK,7,9321.023,71.1,5.464015484,0.964901584,55.15297812,1.56,3379.748697
141,Turkmenistan,2019,TKM,2019TKM,7,5942.094,68.2,5.474299908,5.360309534,32.95738249,1.56,..
144,Trinidad and Tobago,2019,TTO,2019TTO,1,1394.969,73.5,6.191859722,8.243828751,31.61280299,1.56,26175.83698
81,Tunisia,2019,TUN,2019TUN,4,11694.721,76.7,4.315479755,2.118263819,43.92253442,1.56,10755.60815
102,Turkey,2019,TUR,2019TUR,4,83429.607,77.7,4.87207365,3.610031436,41.28234798,1.56,28289.0888
87,Taiwan,2019,TWN,2019TWN,8,23773.881,80.4627,6.537089825,5.969634938,43.15363214,1.56,#N/A
124,Tanzania,2019,TZA,2019TZA,5,58005.461,65.5,3.640154839,1.093729383,36.95833825,1.56,2660.420338
76,Uganda,2019,UGA,2019UGA,5,44269.587,63.4,4.948051453,0.98585989,44.76973343,1.56,2187.464881
103,Ukraine,2019,UKR,2019UKR,7,43993.643,72.1,4.701762199,2.643290808,40.90280442,1.56,12810.28945
10,Uruguay,2019,URY,2019URY,1,3461.731,77.9,6.600337029,2.621885465,57.53003585,1.56,21561.06205
122,United States of America,2019,USA,2019USA,2,329064.917,78.9,6.943701267,8.21127422,37.44571593,1.56,62530.38959
24,Uzbekistan,2019,UZB,2019UZB,7,32981.715,71.7,6.154049397,1.882619055,54.14126925,1.56,6998.767576
46,Venezuela,2019,VEN,2019VEN,1,28515.829,72.1,5.080803394,1.593181787,48.94059614,1.56,..
48,Vietnam,2019,VNM,2019VNM,8,96462.108,75.4,5.467451096,2.56373618,48.44459745,1.56,8041.178551
2,Vanuatu,2019,VUT,2019VUT,8,299.882,70.5,6.955620317,1.61609366,60.36387581,1.56,3153.015168
77,Yemen,2019,YEM,2019YEM,4,29161.922,66.1,4.196912766,0.515748973,44.62843323,1.56,..
129,South Africa,2019,ZAF,2019ZAF,5,58558.267,64.1,5.034863472,2.966766551,36.20526477,1.56,12481.81351
134,Zambia,2019,ZMB,2019ZMB,5,17861.034,63.9,3.306796551,0.931228935,34.41091087,1.56,3470.448801
148,Zimbabwe,2019,ZWE,2019ZWE,5,14645.473,61.5,2.693523169,0.980442271,28.64019133,1.56,2835.948532
